Day;AdsetId;Adset;AdvertiserId;Advertiser;CategoryId;Category;CampaignId;Campaign;Device;Currency;Displays;Clicks;AdvertiserCost;RevenueGeneratedClientAttribution;SalesClientAttribution;SalesAllClientAttribution;AdvertiserValue;AdvertiserAllValue
2022-04-07;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;1685;11;1.54;0;0;0;0;0
2021-06-09;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;894;3;1.26;0;0;0;0;0
2021-08-04;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;136;0;0;0;0;0;0;0
2021-07-23;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;54;0;0;0;0;0;0;0
2022-04-08;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;;USD;0;0;0;0;0;0;0;0
2021-10-02;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;23;0;0.0595;0;0;0;0;0
2022-01-27;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;1101;2;0.4;0;0;0;0;0
2022-03-08;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;531;1;0.23;0;0;0;0;0
2022-01-22;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;;USD;0;0;0;0;0;0;0;0
2022-03-28;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;2455;2;18.9486;0;0;0;0;0
2021-03-24;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;810;10;4.7535;62.93;1;2;0;0
2022-02-02;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;10;0;0;0;0;0;0;0
2021-10-23;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;6040;77;27.7674;568.32;9;14;0;0
2021-12-10;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;29107;449;223.4224;4923.18;86;103;0;0
2022-02-05;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;100869;985;210.3504;798.11;20;22;0;0
2022-04-07;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-06-28;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;1;0;0;0;0;0;0;0
2021-11-24;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2021-01-09;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;21420;155;60.3463;628.26;10;15;0;0
2021-07-15;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-07-01;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;14;4;1.72;0;0;0;0;0
2021-09-24;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Desktop;USD;3356;7;6.4782;271.25;2;2;0;0
2021-09-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;114;0;0;0;0;0;0;0
2021-05-10;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;17;0;0;0;0;0;0;0
2021-10-11;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;20121;121;36.3;71.89;2;4;0;0
2021-06-13;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;4425;21;3.99;0;0;0;0;0
2021-07-11;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;8738;74;14.06;81.92;2;2;0;0
2021-03-30;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;0;0;0;0;0;0;0;0
2021-10-27;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;28102;42;14.95;357.91;3;5;0;0
2021-06-08;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;3;0;0.0001;0;0;0;0;0
2022-01-30;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;CTV;USD;56;0;0.0023;0;0;0;0;0
2022-01-03;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;61831;359;107.7;134.89;3;5;0;0
2021-01-23;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;99;5;0.4692;0;0;0;0;0
2022-01-29;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;;USD;0;0;0;0;0;0;0;0
2022-02-12;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;32389;64;19.2;122.89;2;2;0;0
2022-02-28;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Tablet;USD;672;5;0.5909;0;0;0;0;0
2021-04-19;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;50;0;0.0112;0;0;0;0;0
2021-06-17;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;3;0;0;0;0;0;0;0
2021-05-09;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;24;0;0;0;0;0;0;0
2021-10-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;381;4;2.1659;0;0;0;0;0
2021-09-16;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-10-28;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;13698;132;44.0043;32.47;1;1;0;0
2021-07-28;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Smartphone;USD;1;0;0;0;0;0;0;0
2021-07-18;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-04-15;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;63628;138;62.7542;424.53;10;10;0;0
2022-03-04;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Unknown;USD;1;0;0.0006;0;0;0;0;0
2021-03-30;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;398;2;0.4048;0;0;0;0;0
2021-08-10;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;4;0;0;0;0;0;0;0
2021-08-26;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;11;0;0;0;0;0;0;0
2021-09-01;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-12-30;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Unknown;USD;9;0;0;0;0;0;0;0
2021-07-21;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;2;0;0;0;0;0;0;0
2022-01-03;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Tablet;USD;2582;9;1.4137;0;0;0;0;0
2021-11-22;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Tablet;USD;17;0;0;0;0;0;0;0
2021-10-29;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;101;2;0.2;0;0;0;0;0
2021-07-27;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;8285;17;2.55;0;0;0;0;0
2021-10-09;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;1016;0;0;0;0;0;0;0
2022-03-04;304177;Prospecting - Contextual Desktop;64410;Nuts US;0;;286231;Prospecting - Contextual;Desktop;USD;1118804;724;193.5401;157.06;6;6;0;0
2021-02-04;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;8;0;0.0007;0;0;0;0;0
2021-05-20;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;21808;30;6.3;0;0;0;0;0
2021-09-30;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Unknown;USD;5;0;0.0001;0;0;0;0;0
2022-03-01;296930;Loyalty - All Buyers;64410;Nuts US;0;;280283;Loyalty - All Buyers;Desktop;USD;35362;38;21.5595;0;0;0;0;0
2022-02-21;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;128;0;0.0875;0;0;0;0;0
2021-12-22;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Unknown;USD;1;0;0;0;0;0;0;0
2022-04-06;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;2133;19;7.6343;23.98;1;1;0;0
2021-12-20;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Desktop;USD;20499;63;25.2;165.83;2;2;0;0
2021-02-19;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;6;0;0;0;0;0;0;0
2022-01-21;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-05-03;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Other;USD;0;0;0;0;0;0;0;0
2022-03-02;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;126;2;0.8;0;0;0;0;0
2021-10-20;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;20178;189;118.3633;512.43;13;15;0;0
2021-08-18;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;0;0;0;0;0;0;0;0
2021-05-02;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;13;0;0;0;0;0;0;0
2021-05-06;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;18;0;0;0;0;0;0;0
2021-08-25;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;19753;61;25.8334;957.95;12;15;0;0
2021-06-03;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;17;0;0;0;0;0;0;0
2021-10-04;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Desktop;USD;0;0;0;748.22;10;13;0;0
2022-02-27;304187;Prospecting - Contextual Mobile_Tablet;64410;Nuts US;0;;286231;Prospecting - Contextual;Unknown;USD;18;0;0.0023;0;0;0;0;0
2021-09-03;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;Other;USD;0;0;0;0;0;0;0;0
2021-12-09;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-12-21;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;1;0;0;0;0;0;0;0
2021-11-13;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Tablet;USD;4784;39;19.4065;179.81;3;4;0;0
2022-02-11;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;299;1;0.15;0;0;0;0;0
2021-08-11;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;0;0;0;0;0;0;0;0
2022-01-06;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;1376;0;0;0;0;0;0;0
2021-02-24;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;49;0;0;0;0;0;0;0
2021-04-30;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Unknown;USD;0;0;0;0;0;0;0;0
2021-08-15;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;229;0;0;0;0;0;0;0
2022-03-09;306129;Similar Audience & Lapsed Users;64410;Nuts US;0;;287853;Similar Audience & Lapsed Users;Tablet;USD;3980;57;9.4918;0;0;0;0;0
2021-09-14;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Smartphone;USD;781;3;0.15;0;0;0;0;0
2021-05-01;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;303;0;0;0;0;0;0;0
2021-03-26;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Desktop;USD;1134;3;0.45;0;0;0;0;0
2021-10-31;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Desktop;USD;23378;47;25.8902;257.6;4;5;0;0
2021-10-22;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Unknown;USD;1;0;0;0;0;0;0;0
2021-05-23;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Other;USD;40;0;0;0;0;0;0;0
2021-08-31;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Unknown;USD;1;0;0;0;0;0;0;0
2022-01-13;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Tablet;USD;19110;190;19.9545;90.87;2;2;0;0
2021-11-28;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;CTV;USD;12;0;0;0;0;0;0;0
2021-01-18;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;3974;23;7.1308;161.86;2;2;0;0
2021-10-24;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;2049;19;7.6;62.9;1;1;0;0
2021-08-09;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;166;1;0.15;0;0;0;0;0
2021-03-31;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;537;1;0.7017;54.94;1;2;0;0
2021-01-06;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Desktop;USD;223669;562;169.0372;3958.57;92;109;0;0
2021-04-28;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Tablet;USD;347;0;0.0387;0;0;0;0;0
2022-02-03;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;34369;574;157.7478;4952.92;79;99;0;0
2021-08-30;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Unknown;USD;9;0;0.0034;0;0;0;0;0
2022-03-25;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Unknown;USD;6;0;0;0;0;0;0;0
2022-04-19;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;;USD;0;0;0;0;0;0;0;0
2022-02-08;276663;Web Conversion - Aug 19, 2021;64410;Nuts US;0;;261840;Similar Audience Food Interest;;USD;0;0;0;0;0;0;0;0
2021-03-26;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;935;6;1.02;0;0;0;0;0
2022-03-23;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;2287;24;9.6;62.93;1;1;0;0
2021-05-09;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Tablet;USD;1378;9;1.89;0;0;0;0;0
2021-02-20;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;395;1;0.13;0;0;0;0;0
2021-12-10;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;CTV;USD;10;0;0.0001;0;0;0;0;0
2021-05-27;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;2341;21;8.82;0;0;0;0;0
2022-02-26;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;71;0;0.1151;0;0;0;0;0
2021-05-23;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Tablet;USD;2406;26;10.92;0;0;0;0;0
2022-01-05;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;96;0;0.0417;0;0;0;0;0
2021-12-20;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;17;0;0.0148;0;0;0;0;0
2021-11-18;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Unknown;USD;14;0;0.0065;0;0;0;0;0
2021-12-23;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Other;USD;3;1;0.1;0;0;0;0;0
2021-04-09;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Desktop;USD;3156;2;0.44;0;0;0;0;0
2021-05-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;0;0;0;0;0;0;0;0
2021-06-05;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;0;0;0;0;0;0;0;0
2021-10-08;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Smartphone;USD;54;3;1.05;0;0;0;0;0
2021-12-26;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;9;1;0.0002;0;0;0;0;0
2022-03-08;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;0;0;0;0;0;0;0;0
2021-08-23;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Desktop;USD;1162;0;0;0;0;0;0;0
2021-05-10;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;235;1;0.6417;0;0;0;0;0
2022-04-20;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Desktop;USD;158649;585;478.6742;13813.54;285;310;0;0
2021-04-01;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;43309;511;122.64;1007.83;23;26;0;0
2022-02-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;5;0;0.0001;0;0;0;0;0
2022-03-04;249123;Prospecting - Similar To Visitors Audience;64410;Nuts US;0;;199103;Prospecting - Similar Audience;Other;USD;1;0;0.0004;0;0;0;0;0
2022-04-08;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;62876;817;356.7007;4585.23;85;96;0;0
2021-06-04;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Smartphone;USD;28655;307;101.31;625.09;15;18;0;0
2021-10-18;285974;Loyalty - Web Conversion Buyers Last 90 Days - Oct 18, 2021;64410;Nuts US;0;;270945;Loyalty - Buyers Last 90 Days;Smartphone;USD;23268;618;220.8883;761.06;20;21;0;0
2021-07-11;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Other;USD;2;0;0.0001;0;0;0;0;0
2021-08-26;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;17;0;0.0005;0;0;0;0;0
2022-03-09;286861;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;64410;Nuts US;0;;271663;Prospecting - Commerce Audience Nuts and Seeds + Dried Fruits;Other;USD;1;0;0.0002;0;0;0;0;0
2021-05-26;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;493;10;5.9301;0;0;1;0;0
2021-06-11;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;37;0;0.0231;0;0;1;0;0
2021-05-30;210175;Lower Funnel 0-30 Desktop;64410;Nuts US;0;;199092;Lower Funnel 0-30 Desktop;Smartphone;USD;189;10;4.4945;0;0;0;0;0
2021-07-08;249121;Retargeting - Lower Funnel 0-30 Mobile;64410;Nuts US;0;;199099;Retargeting - Lower Funnel 0-30 Mobile;Tablet;USD;12;1;0.43;0;0;0;0;0
2021-03-01;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;857;15;2.5232;0;0;2;0;0
2021-03-05;238630;Loyalty - Lower Funnel Buyers;64410;Nuts US;0;;199093;Loyalty - Lower Funnel Buyers;Smartphone;USD;289;1;0.0788;39.96;1;1;0;0
2021-08-17;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;2;0;0;0;0;0;0;0
2021-11-03;249119;Retargeting - Lower Funnel 30-60 Mobile;64410;Nuts US;0;;199097;Retargeting - Lower Funnel 30-60 Mobile;Smartphone;USD;38794;315;94.5;118.9;2;3;0;0
2021-10-08;248927;Retargeting - Lower Funnel 30-60 Desktop;64410;Nuts US;0;;199095;Retargeting - Lower Funnel 30-60 Desktop;Other;USD;0;0;0;0;0;0;0;0
2021-09-23;249125;Similar Audience Mobile;64410;Nuts US;0;;199106;Similar Audience Mobile;Desktop;USD;3;0;0;0;0;0;0;0
2022-02-11;249120;Retargeting - Mid Funnel 60+ Mobile;64410;Nuts US;0;;199098;Retargeting - Mid Funnel 60+ Mobile;Tablet;USD;30;7;0.1601;0;0;0;0;0
2021-12-09;248928;Retargeting - Mid Funnel 60+ Desktop;64410;Nuts US;0;;199096;Retargeting - Mid Funnel 60+ Desktop;Desktop;USD;34550;54;18.9;0;0;0;0;0
